;Title;Tags;Author;Text;Date
2509;Coalition leaders did not discuss House dissolution;['THAILAND'];Aekarach Sattaburuth;» Key coalition figures did not discuss the possibility of a House dissolution but considered the impacts of the Russia-Ukraine conflict during a dinner on Tuesday night, Democrat Party leader Jurin Laksanawsit said on Wednesday.;2022-03-09
2510;HOROLOGICAL MACHINE N°10 ‘BULLDOG’;['THAILAND'];;» The relationship between man and watch is as nuanced as the one between man and dog. The best examples of such connections last for years, even decades, shaping lives and stories. In some cases, the watch chooses its owner as much as the other way around. After all, whether it’s your first or hundredth time, there’s something special about the moment you set eyes on The One. So it is, as they say, with Man’s Best Friend. Presenting Horological Machine N°10 ‘Bulldog’.;2022-03-09
2511;Thumbs at the ready for Mario Day;['LIFE'];Life;» Gamers around the world are ready to celebrate Mario Day which falls tomorrow. A once-a-year celebration of the world's favourite gaming franchise, Mario Day is March 10 because the date is written as Mar10, which looks like Mario.;2022-03-09
2512;Striking a balance;['LIFE'];Life;"» Most people believe planting trees is good for the environment, but in some cases, it can be a threat. At the exhibition ""Paradise Lost"", a video interview with botanist Assoc Prof Kitichate Sridith helps visitors understand that forests cannot be built.";2022-03-09
2513;Nakhon Si Thammarat to speed up vaccinations;['THAILAND'];Nujaree Rakrun;» NAKHON SI THAMMARAT: Health authorities will speed up Covid-19 vaccinations to vulnerable groups for the safety of people during the upcoming Songkran festival.;2022-03-09
2514;Privacy a business imperative;['BUSINESS'];Business;» Privacy is mission-critical, with 90% of global respondents considering privacy a business imperative, according to the 2022 Data Privacy Benchmark Study released by Cisco. In Thailand, this figure is even higher at 97%.;2022-03-09
2515;War starts to take a toll on Thailand's Russian tourism market;['BUSINESS'];Business;» Thai tourism faces another obstacle on its path to recovery as the ongoing Russia-Ukraine conflict is starting to impact this year's market.;2022-03-09
2516;Indian embassy marks 75 years of independence;['LIFE'];Life;» The Embassy of India will present a special film screening of Panga, one of the best Indian films of 2020, at Lido Connect 1, Rama I Road, on Sunday at 6pm.;2022-03-09
2517;Looking for a durable solution;['BUSINESS'];Business;» Thai consumers are buying more sustainable products and turning to more sustainable investments as they recognise the impact of climate change on their children's future and well-being, according to the UOB Asean Consumer Sentiment Study 2021.;2022-03-09
2518;Western nations halt Russian oil as Ukrainians flee;['WORLD'];AFP;» KYIV: The United States led a Western assault on Moscow's economic lifeline Tuesday, banning imports of Russian oil as civilians fled besieged Ukrainian cities in a desperate evacuation push blighted by Russian shelling.;2022-03-09
2519;S. Korea chooses new president with inequality key concern;['WORLD'];AFP;» SEOUL: South Koreans began voting for a new president Wednesday with economic inequality a top concern, despite growing sabre-rattling from the nuclear-armed North.;2022-03-09
2520;Proud Boys leader charged in Capitol attack, Texas man convicted;['WORLD'];AFP;» WASHINGTON - A leader of the far-right Proud Boys group was arrested Tuesday for his role in the storming of the US Capitol and a Texas man was found guilty of all charges in the first trial stemming from the attack on Congress by supporters of Donald Trump.;2022-03-09
2521;Body of Warne in Bangkok as Australia arranges return home;['SPORTS'];;» The body of Australian cricket icon Shane Warne remained in Thailand for another day on Tuesday, police said, as consular officials worked on logistics to bring home the man widely regarded as one of the finest spin bowlers of all time.;2022-03-09
2522;Florida lawmakers pass controversial 'Don't Say Gay' schools bill;['WORLD'];AFP;» MIAMI - Florida's state senate on Tuesday passed a controversial bill banning lessons on sexual orientation and gender identity in elementary schools, a step that critics complain will hurt the LGBTQ community.;2022-03-09
2523;Consumer mood dips for 2nd month over virus outbreak, Ukraine;['BUSINESS'];Reuters;» Thai consumer confidence dropped for a second straight month in February, hitting a five-month low, due to concerns over the Covid-19 outbreak, the Ukraine crisis and a slow economic recovery, a survey conducted by the University of the Thai Chamber of Commerce (UTCC) showed on Wednesday.;2022-03-09
2524;Cabinet gives nod to polls in city, Pattaya;['THAILAND'];News;» The cabinet has greenlighted both the Bangkok governor election and the Pattaya City mayor and member polls with dates likely set for May 29, according to a source close to the matter.;2022-03-09
2525;State slashes excise tax on fuels used by Egat;['BUSINESS'];Business;» The cabinet on Tuesday approved cutting the excise tax on diesel and bunker oil used to generate electricity by the Electricity Generating Authority of Thailand (Egat) to zero in a bid to lower electricity bills for six months.;2022-03-09
2526;Cabinet okays easing levies on digital assets;['BUSINESS'];Business;» The cabinet agreed to ease tax regimes on Tuesday for investments in digital assets in a move to promote the digital economy.;2022-03-09
2527;Ariya eyes second Thai LPGA crown;['SPORTS'];Sports;» Ariya Jutanugarn says she is ready to defend her title at this week's US$1.6 million Honda LPGA Thailand at Siam Country Club in Pattaya.;2022-03-09
2528;Airbnb users send money to Ukraine through reservations;['WORLD'];AFP;» SAN FRANCISCO - Thousands of Airbnb users have booked vacation rentals in war-battered Ukraine, not to visit but to provide aid to local hosts struggling to survive the Russian invasion.;2022-03-09
2529;World rallies for Women's Day under Ukraine war shadow;['WORLD'];AFP;» MADRID - Protesters took to the streets worldwide for International Women's Day Tuesday with demonstrators clashing with police in Turkey and many rallies urging solidarity with war-torn Ukraine.;2022-03-09
2530;VIDEO: Trainer Ben Livestream March 8;['VIDEO'];Gary Boyle;» Watch Trainer Ben's English class here;2022-03-09
2531;Malaysia opens borders to overseas travellers;['BUSINESS'];Business;» KUALA LUMPUR: Malaysia will allow quarantine-free entry for fully vaccinated travellers from April 1, ending almost two years of stringent border controls introduced to contain the Covid-19 outbreak.;2022-03-09
2532;Energy costs prompt crisis talks;['THAILAND'];News;» The National Energy Policy Committee (NEPC) will on Wednesday discuss measures to deal with soaring energy prices, including efforts to maintain the cap on diesel prices at below 30 baht a litre.;2022-03-09
2533;Corpse of stillborn child found in fridge;['THAILAND'];News;» Chiang Mai: A stillborn child has been found in the freezer of a house refrigerator, more than a year after it was believed to have been left there by the father.;2022-03-09
2534;Hotline struggles to cope as cases spike;['THAILAND'];News;» The National Health Security Office (NHSO) has pledged to improve waiting times on its 1330 hotline, citing increasing demand.;2022-03-09
2535;Buriram juggernaut may roll over Sharks;['SPORTS'];Sports;» Runaway leaders Buriram United host Chonburi on Wednesday as the Thunder Castle need only seven points from their last six games to win the Thai League 1 title.;2022-03-09
2536;Pheu Thai wants 'free pads for all';['THAILAND'];News;» The Pheu Thai Party has launched a campaign demanding the government give free sanitary pads to women to mark International Woman's Day yesterday.;2022-03-09
2537;Emergency Covid care to remain free;['THAILAND'];News;» The cabinet has approved emergency Covid-19 care for patients with moderate or severe symptoms under the Universal Coverage for Emergency Patients (Ucep) Plus scheme from March 16.;2022-03-09
2538;PCD to appeal court ruling;['THAILAND'];News;» The Pollution Control Department (PCD) insisted yesterday it will submit new evidence to the Supreme Administrative Court as it seeks a retrial in the Klong Dan wastewater treatment plant case.;2022-03-09
2539;Covid won't stop Songkran this year;['THAILAND'];News;» Songkran celebrations will go ahead next month after a two-year hiatus due to Covid, the government has said while adding that health and safety measures will still need to be followed.;2022-03-09
2540;Virtual job fair targets tech sector;['BUSINESS'];Life;"» Good news for job seekers wishing to work with top tech companies in Asia. More than 1,000 tech and digital companies are looking for staff at ""Asia's Biggest Virtual Career Fair"" which is running until Friday.";2022-03-09
2541;Asian Tour, LET to conduct mixed events in Pattaya;['SPORTS'];Sports;» The Asian Tour and Ladies European Tour (LET) have jointly announced two exciting new mixed tournaments in Thailand.;2022-03-09
2542;Exploring factors driving the inflation uptick;['BUSINESS'];Business;» The Commerce Ministry recently announced Thailand's headline inflation rate rose 5.28% in February year-on-year, which was higher than expected. The surge in the economic indicator marked the fastest rate jump in 13 years and breaches the central bank inflation target for this year.;2022-03-09
